product_id,product_name,category,unit_price
PROD_000197,Optional discrete knowledgebase,Apparel,937.4
PROD_000198,Devolved disintermediate collaboration,Apparel,1919.27
PROD_000199,Automated zero administration model,Home & Garden,1135.16
PROD_000200,Customer-focused solution-oriented product,Electronics,684.43
PROD_000201,Programmable cohesive contingency,Home & Garden,960.77
PROD_000202,Reverse-engineered bandwidth-monitored infrastructure,Home & Garden,1099.51
PROD_000203,Persistent bifurcated success,Apparel,537.74
PROD_000204,Persevering 4thgeneration info-mediaries,Apparel,383.57
PROD_000205,Front-line cohesive function,Electronics,1107.75
PROD_000206,Mandatory grid-enabled budgetary management,Apparel,1333.55
PROD_000207,Switchable didactic encoding,Sports,692.08
PROD_000208,Centralized 24hour installation,Apparel,1464.2
PROD_000209,Versatile systematic implementation,Grocery,135.72
PROD_000210,Integrated regional task-force,Home & Garden,542.9
PROD_000211,User-centric empowering help-desk,Grocery,566.89
PROD_000212,Optional regional conglomeration,Sports,1564.79
PROD_000213,Multi-lateral tertiary parallelism,Home & Garden,1020.1
PROD_000214,Optional multi-state artificial intelligence,Electronics,223.03
PROD_000215,Realigned 3rdgeneration portal,Electronics,210.17
PROD_000216,Managed intangible benchmark,Grocery,1532.3
PROD_000217,Face-to-face contextually-based functionalities,Sports,1959.84
PROD_000218,Face-to-face asynchronous Graphical User Interface,Apparel,583.71
PROD_000219,Streamlined impactful groupware,Sports,24.96
PROD_000220,Open-architected client-driven analyzer,Home & Garden,1722.27
PROD_000221,Reduced regional challenge,Apparel,1828.14
PROD_000222,Open-source solution-oriented extranet,Home & Garden,1646.45
PROD_000223,Profit-focused analyzing architecture,Electronics,1604.34
PROD_000224,Up-sized empowering challenge,Apparel,1497.56
PROD_000225,Monitored interactive knowledge user,Sports,1245.8
PROD_000226,Function-based scalable instruction set,Sports,994.14
PROD_000227,Cross-group asymmetric array,Apparel,1371.95
PROD_000228,Mandatory upward-trending system engine,Apparel,1998.67
PROD_000229,Exclusive upward-trending core,Electronics,1683.5
PROD_000230,Future-proofed grid-enabled leverage,Grocery,900.98
PROD_000231,Progressive composite approach,Home & Garden,1958.37
PROD_000232,Seamless intangible interface,Sports,1303.02
PROD_000233,Virtual 5thgeneration capability,Grocery,548.65
PROD_000234,Programmable systemic help-desk,Home & Garden,114.38
PROD_000235,Horizontal disintermediate groupware,Apparel,445.22
PROD_000236,Integrated real-time extranet,Grocery,1023.8
PROD_000237,Cross-platform regional protocol,Sports,501.14
PROD_000238,Public-key zero administration application,Home & Garden,1255.21
PROD_000239,Open-source impactful functionalities,Sports,126.98
PROD_000240,Multi-lateral tertiary attitude,Home & Garden,323.33
PROD_000241,Managed multi-tasking groupware,Home & Garden,1622.01
PROD_000242,Organized 3rdgeneration attitude,Grocery,1247.78
PROD_000243,Ameliorated attitude-oriented time-frame,Electronics,1742.03
PROD_000244,Future-proofed upward-trending initiative,Sports,169.14
PROD_000245,Profit-focused radical knowledgebase,Electronics,972.72
PROD_000246,Multi-tiered leadingedge definition,Apparel,1141.29
PROD_000247,Phased content-based benchmark,Sports,1421.46
PROD_000248,Advanced transitional Local Area Network,Grocery,1949.66
PROD_000249,Open-source systemic pricing structure,Grocery,1793.44
PROD_000250,Ergonomic logistical projection,Sports,934.57
PROD_000251,Organized multi-state help-desk,Sports,1994.61
PROD_000252,Inverse empowering policy,Grocery,1887.16
PROD_000253,Mandatory heuristic pricing structure,Electronics,710.62
PROD_000254,Versatile even-keeled moderator,Apparel,1418.74
PROD_000255,Object-based mobile complexity,Home & Garden,1186.34
PROD_000256,User-friendly local productivity,Home & Garden,810.9
PROD_000257,Team-oriented scalable circuit,Home & Garden,1159.39
PROD_000258,Team-oriented regional analyzer,Electronics,617.54
PROD_000259,Re-contextualized human-resource strategy,Sports,1850.02
PROD_000260,Quality-focused contextually-based neural-net,Sports,1657.02
PROD_000261,Profit-focused value-added task-force,Grocery,901.23
PROD_000262,Organized fault-tolerant portal,Apparel,184.7
PROD_000263,Exclusive zero tolerance model,Home & Garden,402.44
PROD_000264,Cross-group content-based productivity,Sports,1686.57
PROD_000265,Multi-lateral 24/7 Graphical User Interface,Apparel,1702.97
PROD_000266,Triple-buffered client-driven array,Grocery,1380.14
PROD_000267,Enhanced transitional alliance,Apparel,581.82
PROD_000268,Progressive human-resource paradigm,Apparel,1998.48
PROD_000269,Front-line multimedia migration,Apparel,896.91
PROD_000270,Organic foreground productivity,Grocery,494.57
PROD_000271,Synergized solution-oriented policy,Apparel,1545.22
PROD_000272,Extended solution-oriented frame,Sports,102.81
PROD_000273,Compatible incremental alliance,Sports,205.6
PROD_000274,Persistent mobile groupware,Grocery,312.76
PROD_000275,Total transitional Graphic Interface,Sports,608.72
PROD_000276,Diverse intangible system engine,Sports,914.98
PROD_000277,Focused dynamic model,Electronics,1048.49
PROD_000278,Ergonomic logistical archive,Electronics,1150.21
PROD_000279,Face-to-face 5thgeneration model,Home & Garden,688.58
PROD_000280,Profound high-level system engine,Home & Garden,527.18
PROD_000281,User-centric global database,Sports,1547.27
PROD_000282,Universal hybrid project,Grocery,1423.46
PROD_000283,Multi-tiered intermediate framework,Home & Garden,894.14
PROD_000284,User-friendly encompassing matrices,Electronics,1615.73
PROD_000285,Stand-alone optimizing moratorium,Sports,1415.83
PROD_000286,Persevering static function,Home & Garden,1068.11
PROD_000287,Monitored zero administration flexibility,Electronics,431.76
PROD_000288,Centralized systematic parallelism,Electronics,1477.41
PROD_000289,Upgradable empowering ability,Grocery,350.65
PROD_000290,Open-architected content-based workforce,Apparel,1276.36
PROD_000291,Pre-emptive national firmware,Apparel,862.11
PROD_000292,Reverse-engineered global monitoring,Grocery,692.8
PROD_000293,Right-sized asynchronous hub,Home & Garden,1289.65
PROD_000294,Devolved homogeneous open architecture,Electronics,636.39
PROD_000295,Compatible radical methodology,Sports,164.76
PROD_000296,Object-based human-resource superstructure,Sports,832.62
PROD_000297,Streamlined heuristic encryption,Grocery,1203.7
PROD_000298,Triple-buffered impactful protocol,Electronics,1609.98
PROD_000299,Business-focused 4thgeneration Graphic Interface,Electronics,462.1
PROD_000300,Organized zero administration policy,Electronics,1868.31
PROD_000301,Horizontal context-sensitive focus group,Home & Garden,585.06
PROD_000302,Up-sized holistic core,Grocery,1746.78
PROD_000303,Self-enabling coherent projection,Grocery,240.06
PROD_000304,Cross-group intangible process improvement,Electronics,345.21
PROD_000305,Multi-lateral encompassing service-desk,Home & Garden,414.86
PROD_000306,Organized global installation,Apparel,1139.45
PROD_000307,Realigned dynamic concept,Sports,837.72
PROD_000308,Horizontal incremental secured line,Grocery,1357.77
PROD_000309,Operative disintermediate productivity,Apparel,1941.54
PROD_000310,Future-proofed clear-thinking framework,Apparel,1461.94
PROD_000311,Polarized national orchestration,Electronics,1100.47
PROD_000312,Realigned client-server customer loyalty,Grocery,50.0
PROD_000313,Optimized composite firmware,Sports,1434.18
PROD_000314,Business-focused heuristic interface,Electronics,1351.64
PROD_000315,Secured 24/7 interface,Electronics,1566.02
PROD_000316,Organized multimedia analyzer,Home & Garden,1246.44
PROD_000317,De-engineered user-facing ability,Apparel,1765.74
PROD_000318,Realigned full-range time-frame,Apparel,1963.62
PROD_000319,Object-based context-sensitive capacity,Electronics,1956.49
PROD_000320,Focused leadingedge methodology,Apparel,1067.5
PROD_000321,Upgradable 24/7 methodology,Electronics,1462.13
PROD_000322,Versatile bi-directional methodology,Grocery,1521.83
PROD_000323,Enhanced radical intranet,Grocery,1560.57
PROD_000324,Up-sized dynamic capacity,Home & Garden,1882.66
PROD_000325,Re-contextualized 3rdgeneration toolset,Sports,262.59
PROD_000326,Adaptive maximized monitoring,Sports,235.71
PROD_000327,Stand-alone needs-based definition,Apparel,1347.24
PROD_000328,Function-based eco-centric hub,Apparel,1875.11
PROD_000329,Down-sized 6thgeneration implementation,Sports,754.28
PROD_000330,Ergonomic local utilization,Sports,1049.45
PROD_000331,Fully-configurable object-oriented monitoring,Grocery,1772.89
PROD_000332,Visionary neutral focus group,Electronics,1520.3
PROD_000333,User-friendly multi-tasking Local Area Network,Grocery,1740.09
PROD_000334,Triple-buffered context-sensitive matrices,Electronics,537.62
PROD_000335,Optimized coherent Internet solution,Apparel,1674.35
PROD_000336,Optional 24hour Graphical User Interface,Sports,1051.68
PROD_000337,Innovative full-range concept,Apparel,409.12
PROD_000338,Cross-platform analyzing archive,Grocery,1496.6
PROD_000339,Monitored even-keeled methodology,Grocery,1558.51
PROD_000340,Team-oriented user-facing synergy,Home & Garden,1297.35
PROD_000341,Persevering radical attitude,Apparel,1435.74
PROD_000342,Switchable directional data-warehouse,Home & Garden,649.79
PROD_000343,Optimized radical task-force,Electronics,1804.78
PROD_000344,Reverse-engineered composite approach,Apparel,1974.18
PROD_000345,Stand-alone systematic migration,Grocery,1723.24
PROD_000346,Secured real-time focus group,Grocery,1427.17
PROD_000347,Devolved multi-state collaboration,Home & Garden,1925.64
PROD_000348,Innovative bottom-line installation,Home & Garden,1336.0
PROD_000349,Implemented empowering interface,Grocery,1963.6
PROD_000350,Multi-lateral explicit toolset,Home & Garden,1140.04
PROD_000351,Cross-platform reciprocal groupware,Grocery,1084.75
PROD_000352,Phased multi-tasking monitoring,Home & Garden,992.31
PROD_000353,Grass-roots composite complexity,Grocery,1660.36
PROD_000354,Robust user-facing matrix,Sports,268.76
PROD_000355,Enterprise-wide explicit time-frame,Home & Garden,1683.81
PROD_000356,Intuitive explicit matrix,Sports,1715.84
PROD_000357,Universal reciprocal time-frame,Grocery,1759.14
PROD_000358,Quality-focused contextually-based framework,Sports,862.35
PROD_000359,Phased well-modulated encoding,Grocery,650.11
PROD_000360,Cross-platform 3rdgeneration ability,Electronics,64.08
PROD_000361,Public-key bandwidth-monitored solution,Home & Garden,516.61
PROD_000362,Organized discrete intranet,Sports,821.16
PROD_000363,Sharable local solution,Sports,888.23
PROD_000364,Cross-group non-volatile moderator,Sports,1007.7
PROD_000365,Multi-lateral discrete project,Grocery,7.88
PROD_000366,Open-architected content-based algorithm,Home & Garden,969.19
PROD_000367,Open-source user-facing circuit,Apparel,147.14
PROD_000368,Implemented directional algorithm,Grocery,609.45
PROD_000369,Inverse solution-oriented leverage,Sports,84.84
PROD_000370,Distributed bifurcated framework,Apparel,1646.11
PROD_000371,Public-key upward-trending paradigm,Apparel,1841.28
PROD_000372,Self-enabling methodical firmware,Electronics,343.27
PROD_000373,Total regional time-frame,Apparel,1594.92
PROD_000374,Stand-alone modular hardware,Apparel,1295.58
PROD_000375,Open-architected 24/7 capacity,Sports,1104.42
PROD_000376,Grass-roots asynchronous matrix,Sports,1072.93
PROD_000377,Devolved analyzing synergy,Grocery,737.63
PROD_000378,Innovative optimizing process improvement,Apparel,1197.4
PROD_000379,Managed homogeneous paradigm,Apparel,349.55
PROD_000380,Multi-channeled client-server workforce,Sports,1113.18
PROD_000381,Realigned static adapter,Apparel,624.21
PROD_000382,Networked empowering extranet,Sports,1516.32
PROD_000383,Stand-alone bifurcated projection,Electronics,936.75
PROD_000384,Assimilated even-keeled implementation,Apparel,854.17
PROD_000385,Integrated neutral capacity,Home & Garden,1213.27
PROD_000386,Pre-emptive neutral info-mediaries,Electronics,309.09
PROD_000387,Cross-group contextually-based function,Apparel,339.23
PROD_000388,Compatible optimizing initiative,Apparel,1412.83
PROD_000389,Multi-tiered system-worthy customer loyalty,Grocery,626.25
PROD_000390,Implemented modular open architecture,Sports,1036.03
PROD_000391,Distributed heuristic capability,Apparel,501.51
PROD_000392,Digitized asynchronous leverage,Grocery,1486.9
PROD_000393,Integrated scalable utilization,Grocery,1347.73
PROD_000394,Operative 6thgeneration functionalities,Home & Garden,608.58
PROD_000395,Organized impactful system engine,Electronics,50.54
PROD_000396,Team-oriented tangible paradigm,Grocery,916.17
PROD_000397,Persevering foreground help-desk,Grocery,545.91
PROD_000398,Decentralized coherent knowledge user,Home & Garden,359.72
PROD_000399,Switchable composite middleware,Home & Garden,1999.3
PROD_000400,Pre-emptive value-added parallelism,Grocery,1517.35
PROD_000401,Versatile asymmetric functionalities,Home & Garden,153.79
PROD_000402,Extended interactive time-frame,Home & Garden,1403.95
PROD_000403,Optimized incremental moratorium,Home & Garden,133.09
PROD_000404,Monitored system-worthy product,Apparel,1808.53
PROD_000405,User-centric background definition,Apparel,1584.12
PROD_000406,Optimized bottom-line project,Grocery,648.2
PROD_000407,Monitored motivating hub,Home & Garden,1847.79
PROD_000408,Future-proofed zero administration toolset,Home & Garden,1407.81
PROD_000409,Object-based 24/7 intranet,Home & Garden,369.25
PROD_000410,Quality-focused asymmetric structure,Electronics,593.1
PROD_000411,Synergized fault-tolerant approach,Grocery,930.84
PROD_000412,Face-to-face zero tolerance database,Sports,1564.31
PROD_000413,Cloned 24hour model,Home & Garden,1082.54
PROD_000414,Compatible reciprocal protocol,Sports,90.55
PROD_000415,Customer-focused holistic toolset,Electronics,1701.66
PROD_000416,Fundamental foreground function,Sports,1799.43
PROD_000417,Decentralized upward-trending adapter,Sports,987.03
PROD_000418,Digitized radical solution,Electronics,1956.23
PROD_000419,Optional dedicated website,Home & Garden,511.74
PROD_000420,Cloned client-driven projection,Electronics,643.45
PROD_000421,Secured scalable concept,Home & Garden,1342.59
PROD_000422,Organic non-volatile frame,Sports,118.53
PROD_000423,Ergonomic tangible pricing structure,Apparel,1063.75
PROD_000424,Focused local monitoring,Home & Garden,495.91
PROD_000425,Sharable 6thgeneration infrastructure,Apparel,1390.99
PROD_000426,Sharable leadingedge methodology,Sports,253.49
PROD_000427,Ergonomic 4thgeneration ability,Electronics,1900.4
PROD_000428,Streamlined grid-enabled frame,Home & Garden,81.88
PROD_000429,Pre-emptive optimal focus group,Electronics,16.55
PROD_000430,Intuitive system-worthy groupware,Home & Garden,126.8
PROD_000431,Ameliorated demand-driven knowledgebase,Home & Garden,1876.36
PROD_000432,Right-sized disintermediate knowledgebase,Home & Garden,1012.35
PROD_000433,Exclusive web-enabled instruction set,Apparel,452.15
PROD_000434,Proactive stable analyzer,Home & Garden,348.96
PROD_000435,Open-architected demand-driven analyzer,Home & Garden,22.32
PROD_000436,Total 3rdgeneration knowledge user,Home & Garden,920.98
PROD_000437,Upgradable incremental challenge,Home & Garden,1316.08
PROD_000438,Open-source asymmetric interface,Electronics,1603.2
PROD_000439,Horizontal local flexibility,Apparel,403.73
PROD_000440,Multi-channeled actuating matrices,Sports,513.68
PROD_000441,Fully-configurable radical functionalities,Grocery,1956.08
PROD_000442,Exclusive logistical flexibility,Electronics,289.33
PROD_000443,Secured static superstructure,Sports,1839.88
PROD_000444,Customer-focused empowering data-warehouse,Sports,261.28
PROD_000445,Profit-focused stable access,Apparel,493.53
PROD_000446,Intuitive human-resource open system,Grocery,37.94
PROD_000447,Decentralized user-facing methodology,Sports,781.49
PROD_000448,Multi-lateral hybrid attitude,Sports,356.15
PROD_000449,Seamless uniform workforce,Home & Garden,950.83
PROD_000450,Diverse foreground functionalities,Sports,617.48
PROD_000451,Innovative full-range orchestration,Electronics,894.93
PROD_000452,Open-architected impactful adapter,Apparel,1760.39
PROD_000453,Customer-focused national initiative,Apparel,482.72
PROD_000454,Multi-tiered multi-state project,Grocery,1805.35
PROD_000455,Visionary clear-thinking archive,Sports,92.07
PROD_000456,Cross-group high-level system engine,Grocery,772.18
PROD_000457,Cross-platform executive hierarchy,Apparel,1490.05
PROD_000458,Implemented asymmetric algorithm,Home & Garden,1036.47
PROD_000459,Public-key regional framework,Home & Garden,138.86
PROD_000460,Front-line hybrid superstructure,Sports,1480.25
PROD_000461,Quality-focused holistic middleware,Electronics,356.29
PROD_000462,De-engineered transitional algorithm,Electronics,618.49
PROD_000463,Front-line analyzing flexibility,Sports,193.31
PROD_000464,Exclusive mission-critical hardware,Electronics,879.55
PROD_000465,Compatible holistic groupware,Electronics,1516.1
PROD_000466,Polarized modular core,Electronics,1976.46
PROD_000467,Cross-platform hybrid neural-net,Home & Garden,616.68
PROD_000468,Visionary demand-driven orchestration,Apparel,522.68
PROD_000469,Diverse value-added matrices,Apparel,1219.46
PROD_000470,Ergonomic real-time orchestration,Grocery,1447.98
PROD_000471,Decentralized mobile implementation,Home & Garden,1067.51
PROD_000472,Robust grid-enabled throughput,Electronics,1660.7
PROD_000473,Monitored radical capability,Apparel,1713.62
PROD_000474,Persevering next generation array,Electronics,252.69
PROD_000475,Synchronized intermediate portal,Apparel,1390.47
